supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
ASDA,10.0,3.33,unit,Sistema Sistema 1.15L Square Klip It Plus 3 Pack,20240413,food_cupboard,False,False,Sistema Sistema 1.15L Square Klip It Plus 3 Pack,,,,Sistema,3.0,count_pack,1150.0,ml,,False,,,,Sistema Square Klip It Plus,sistema sistema square klip it plus
ASDA,6.0,2.0,unit,George Home Grey Workstop Storage Canisters,20240413,food_cupboard,True,False,George Home Grey Workstop Storage Canisters,George Home,standard,,,,,,,,False,,,,Grey Workstop Storage Canisters,grey workstop storage canisters
ASDA,7.0,7.0,unit,Sistema Bento Cube to Go,20240413,food_cupboard,False,False,Sistema Bento Cube to Go,,,,Sistema,,,,,,False,,,,Bento Cube to Go,sistema bento cube to go
ASDA,1.25,6.6,kg,Ritz Breaks Original Crackers,20240413,food_cupboard,False,False,Ritz Breaks Original Crackers,,,,Ritz,,,190.0,g,,True,,,,Breaks Original Crackers,ritz breaks original crackers
ASDA,0.85,5.7,kg,Fox's Jam 'n' Cream Biscuit Rings,20240413,food_cupboard,False,False,Fox's Jam 'n' Cream Biscuit Rings,,,,Fox's,,,150.0,g,,True,,,,Jam 'n' Cream Biscuit Rings,fox s jam n cream biscuit rings
ASDA,1.75,4.4,kg,McVitie's Dark Chocolate Digestive Biscuits 400g,20240413,food_cupboard,False,False,McVitie's Dark Chocolate Digestive Biscuits 400g,,,,Mcvitie's,,,400.0,g,,False,,,,Dark Chocolate Digestive Biscuits,mcvitie s dark chocolate digestive biscuits
ASDA,1.25,11.8,kg,Bahlsen Pick Up! Minis Milk Chocolate Biscuit Bars 10 pack,20240413,food_cupboard,False,False,Bahlsen Pick Up! Minis Milk Chocolate Biscuit Bars 10 pack,,,,Bahlsen,10.0,count_pack,105.9,g,,True,,,,Pick Up! Minis Milk Chocolate Biscuit Bars,bahlsen pick up minis milk chocolate biscuit bars
ASDA,1.0,7.8,kg,"McVitie's Gold Caramel Flavour Biscuit Bars Multipack 7 x 18.3g, 128g",20240413,food_cupboard,False,False,"McVitie's Gold Caramel Flavour Biscuit Bars Multipack 7 x 18.3g, 128g",,,,Mcvitie's,7.0,count_x_size,128.0,g,,False,,,{'packaging': ['multipack']},Gold Caramel Flavour Biscuit Bars Multipack,mcvitie s gold caramel flavour biscuit bars multipack
ASDA,2.0,12.5,kg,Nairn's Gluten Free Biscuit Breaks Oats & Stem Ginger,20240413,food_cupboard,False,False,Nairn's Gluten Free Biscuit Breaks Oats & Stem Ginger,,,,Nairn's,,,160.0,g,,True,free_from,gluten free,,Biscuit Breaks Oats and Stem Ginger,nairn s biscuit breaks oats and stem ginger
ASDA,2.9,9.1,kg,Twix Caramel & Milk Chocolate Fingers Biscuit Snack Bars Large Multipack 16 x 20g,20240413,food_cupboard,False,False,Twix Caramel & Milk Chocolate Fingers Biscuit Snack Bars Large Multipack 16 x 20g,,,,Twix,16.0,count_x_size,320.0,g,,False,,,{'packaging': ['multipack']},Caramel and Milk Chocolate Fingers Biscuit Snack Bars Large Multipack,twix caramel and milk chocolate fingers biscuit snack bars large multipack
ASDA,1.3,10.4,kg,ASDA Free From Custard Creams,20240413,food_cupboard,True,False,ASDA Free From Custard Creams,ASDA Free From,dietary,Free From,,,,125.0,g,,True,,,,Custard Creams,custard creams
ASDA,2.19,17.5,kg,Ryvita Thins Sweet Chilli Flatbread Crackers 125g,20240413,food_cupboard,False,False,Ryvita Thins Sweet Chilli Flatbread Crackers 125g,,,,Ryvita,,,125.0,g,,False,,,{'flavor': ['sweet']},Thins Sweet Chilli Flatbread Crackers,ryvita thins sweet chilli flatbread crackers
ASDA,1.85,16.7,kg,Bahlsen Choco Leibniz Orange 111g,20240413,food_cupboard,False,False,Bahlsen Choco Leibniz Orange 111g,,,,Bahlsen,,,111.0,g,,False,,,,Choco Leibniz Orange,bahlsen choco leibniz orange
ASDA,0.55,5.5,kg,Stockans Thin Oatcakes,20240413,food_cupboard,False,False,Stockans Thin Oatcakes,,,,,,,100.0,g,,True,,,{'texture': ['thin']},Stockans Thin Oatcakes,stockans thin oatcakes
ASDA,2.25,26.8,kg,Kallo Belgian Milk Chocolate Rice Cake Minis,20240413,food_cupboard,False,False,Kallo Belgian Milk Chocolate Rice Cake Minis,,,,Kallo,,,84.0,g,,True,,,,Belgian Milk Chocolate Rice Cake Minis,kallo belgian milk chocolate rice cake minis
ASDA,3.25,6.5,l,Belvoir Fruit Farms Farm Best of British Elderflower Cordial,20240413,drinks,False,False,Belvoir Fruit Farms Farm Best of British Elderflower Cordial,,,,Belvoir,,,500.0,ml,,True,,,,Fruit Farms Farm Best of British Elderflower Cordial,belvoir fruit farms farm best of british elderflower cordial
ASDA,2.85,4.7,kg,"ASDA Extra Special Sweet Potato, Butternut Squash, Coconut & Chilli Soup",20240413,drinks,True,False,"ASDA Extra Special Sweet Potato, Butternut Squash, Coconut & Chilli Soup",ASDA Extra Special,premium,Extra Special,,,,600.0,g,,True,,,{'flavor': ['sweet']},"Sweet Potato, Butternut Squash, Coconut and Chilli Soup",sweet potato butternut squash coconut and chilli soup
ASDA,0.25,3.85,kg,JUST ESSENTIALS by ASDA Chicken Flavour Instant Noodles,20240413,food_cupboard,True,False,JUST ESSENTIALS by ASDA Chicken Flavour Instant Noodles,Just Essentials by ASDA,value,Just Essentials,,,,64.9,g,,True,,,,Chicken Flavour Instant Noodles,chicken flavour instant noodles
ASDA,1.75,6.4,kg,Dole Fruit Salad 4 Pack Fruit Snack,20240413,food_cupboard,False,False,Dole Fruit Salad 4 Pack Fruit Snack,,,,,4.0,count_pack,270.0,g,,True,,,,Dole Fruit Salad Fruit Snack,dole fruit salad fruit snack
ASDA,0.5,6.25,kg,ASDA Crisp & Juicy Apple Slices & Grapes,20240413,food_cupboard,True,False,ASDA Crisp & Juicy Apple Slices & Grapes,ASDA,standard,,,,,80.0,g,,True,,,,Crisp and Juicy Apple Slices and Grapes,crisp and juicy apple slices and grapes
ASDA,2.5,6.25,kg,ASDA Ripe & Sweet Strawberries,20240413,fresh_food,True,False,ASDA Ripe & Sweet Strawberries,ASDA,standard,,,,,400.0,g,,True,,,{'flavor': ['sweet']},Ripe and Sweet Strawberries,ripe and sweet strawberries
ASDA,2.0,10.0,kg,ASDA Cashews,20240413,fresh_food,True,False,ASDA Cashews,ASDA,standard,,,,,200.0,g,,True,,,,Cashews,cashews
ASDA,4.25,30.4,kg,Tropical Sun Buffalo Wing Seasoned Almonds,20240413,fresh_food,False,False,Tropical Sun Buffalo Wing Seasoned Almonds,,,,,,,140.0,g,,True,,,,Tropical Sun Buffalo Wing Seasoned Almonds,tropical sun buffalo wing seasoned almonds
ASDA,6.0,6.0,unit,ASDA Carefully Selected Isabella Bouquet,20240413,fresh_food,True,False,ASDA Carefully Selected Isabella Bouquet,ASDA,standard,,,,,,,,False,,,,Carefully Selected Isabella Bouquet,carefully selected isabella bouquet
ASDA,8.0,8.0,unit,ASDA Mixed Roses,20240413,fresh_food,True,False,ASDA Mixed Roses,ASDA,standard,,,,,,,,False,,,,Mixed Roses,mixed roses
ASDA,25.0,35.71,l,"Jameson Irish Whiskey x Portsmouth FC ‘97 Football Limited Edition Bottle, 70cl (Various Clubs Available)",20240413,drinks,False,False,"Jameson Irish Whiskey x Portsmouth FC ‘97 Football Limited Edition Bottle, 70cl (Various Clubs Available)",,,,Jameson,,,700.0,ml,,False,,,{'packaging': ['bottle']},"Irish Whiskey x Portsmouth FC ‘97 Football Limited Edition Bottle, (Various Clubs Available)",jameson irish whiskey x portsmouth fc 97 football limited edition bottle various clubs available
ASDA,27.0,38.57,l,BrewDog LoneWolf London Dry Gin,20240413,drinks,False,False,BrewDog LoneWolf London Dry Gin,,,,Brewdog,,,700.0,ml,,True,,,,LoneWolf London Dry Gin,brewdog lonewolf london dry gin
ASDA,25.0,35.71,l,Monkey Shoulder Blended Malt Scotch Whisky,20240413,drinks,False,False,Monkey Shoulder Blended Malt Scotch Whisky,,,,,,,700.0,ml,,True,,,,Monkey Shoulder Blended Malt Scotch Whisky,monkey shoulder blended malt scotch whisky
ASDA,40.0,57.14,l,Aberlour 12 Years Old Speyside Single Malt Scotch Whisky,20240413,drinks,False,False,Aberlour 12 Years Old Speyside Single Malt Scotch Whisky,,,,,,,700.0,ml,,True,,,,Aberlour 12 Years Old Speyside Single Malt Scotch Whisky,aberlour 12 years old speyside single malt scotch whisky
ASDA,2.2,8.8,l,Captain Morgan Strawberry Daiquiri Ready To Drink Can,20240413,drinks,False,False,Captain Morgan Strawberry Daiquiri Ready To Drink Can,,,,Captain Morgan,,,250.0,ml,,True,,,{'packaging': ['can']},Strawberry Daiquiri Ready To Drink Can,captain morgan strawberry daiquiri ready to drink can
ASDA,6.5,86.64,l,Gallo Family Vineyards Merlot,20240413,drinks,False,False,Gallo Family Vineyards Merlot,,,,Gallo,,,750.0,ml,,True,,,,Family Vineyards Merlot,gallo family vineyards merlot
ASDA,10.5,139.96,l,Macon-Villages Reserve Chardonnay 750ml,20240413,drinks,False,False,Macon-Villages Reserve Chardonnay 750ml,,,,,,,750.0,ml,,False,,,,Macon-Villages Reserve Chardonnay,macon villages reserve chardonnay
ASDA,1.99,0.99,l,ASDA Cider Original,20240413,drinks,True,False,ASDA Cider Original,ASDA,standard,,,,,2000.0,ml,,True,,,,Cider Original,cider original
ASDA,10.0,133.3,l,Apothic Cabernet Sauvignon,20240413,drinks,False,False,Apothic Cabernet Sauvignon,,,,Apothic,,,750.0,ml,,True,,,,Cabernet Sauvignon,apothic cabernet sauvignon
ASDA,11.0,146.63,l,Rosemount Estate Cabernet Sauvignon 750ml,20240413,drinks,False,False,Rosemount Estate Cabernet Sauvignon 750ml,,,,,,,750.0,ml,,False,,,,Rosemount Estate Cabernet Sauvignon,rosemount estate cabernet sauvignon
ASDA,3.5,8.75,kg,ASDA 4 Hot & Spicy Chicken Breast Fillet Burgers,20240413,frozen,True,False,ASDA 4 Hot & Spicy Chicken Breast Fillet Burgers,ASDA,standard,,,4.0,leading_count,400.0,g,,True,,,"{'flavor': ['spicy', 'hot'], 'cut_meat': ['burgers', 'breast', 'fillet']}",Hot and Spicy Chicken Breast Fillet Burgers,hot and spicy chicken breast fillet burgers
ASDA,5.25,5.25,kg,Jahan Chicken Breast Fillets,20240413,frozen,False,False,Jahan Chicken Breast Fillets,,,,,,,1000.0,g,,True,,,{'cut_meat': ['breast']},Jahan Chicken Breast Fillets,jahan chicken breast fillets
ASDA,3.5,17.5,kg,Tiger Tiger Thai Style Fish Cake 200g,20240413,frozen,True,False,Tiger Tiger Thai Style Fish Cake 200g,,,,Tiger,,,200.0,g,,False,,,,Tiger Thai Style Fish Cake,tiger tiger thai style fish cake
ASDA,4.0,8.16,kg,Chicago Town Takeaway Vegan Medium Stuffed Sticky BBQ Jackfruit Pizza,20240413,frozen,False,False,Chicago Town Takeaway Vegan Medium Stuffed Sticky BBQ Jackfruit Pizza,,,,Chicago Town,,,500.0,g,,True,diet,vegan,"{'cooking_method': ['bbq'], 'flavor': ['medium']}",Takeaway Medium Stuffed Sticky BBQ Jackfruit Pizza,chicago town takeaway medium stuffed sticky bbq jackfruit pizza
ASDA,2.0,4.42,kg,Plant Based by ASDA 16 Veggie Fingers,20240413,frozen,True,False,Plant Based by ASDA 16 Veggie Fingers,,,,,,,450.0,g,,True,diet,plant based,,by ASDA 16 Veggie Fingers,by asda 16 veggie fingers
ASDA,2.5,9.69,kg,Chicago Town Tiger Crust Garlic Bread Cheesy,20240413,frozen,True,False,Chicago Town Tiger Crust Garlic Bread Cheesy,,,,Chicago Town,,,258.0,g,,True,,,,Tiger Crust Garlic Bread Cheesy,chicago town tiger crust garlic bread cheesy
ASDA,3.3,11.0,kg,Young's Chip Shop 2 Extra Large Fish Fillets,20240413,frozen,False,False,Young's Chip Shop 2 Extra Large Fish Fillets,,,,Young's,,,300.0,g,,True,,,,Chip Shop 2 Extra Large Fish Fillets,young s chip shop 2 extra large fish fillets
ASDA,3.25,10.83,kg,Young's Chip Shop 2 Extra Large Salt & Vinegar Batter Fish Fillets 300g,20240413,frozen,False,False,Young's Chip Shop 2 Extra Large Salt & Vinegar Batter Fish Fillets 300g,,,,Young's,,,300.0,g,,False,,,,Chip Shop 2 Extra Large Salt and Vinegar Batter Fish Fillets,young s chip shop 2 extra large salt and vinegar batter fish fillets
ASDA,4.5,3.21,kg,ASDA Beef Lasagne,20240413,frozen,True,False,ASDA Beef Lasagne,ASDA,standard,,,,,1401.9,g,,True,,,,Beef Lasagne,beef lasagne
ASDA,1.75,4.38,kg,ASDA Chicken & Bacon Pasta Bake 400g,20240413,frozen,True,False,ASDA Chicken & Bacon Pasta Bake 400g,ASDA,standard,,,,,400.0,g,,False,,,,Chicken and Bacon Pasta Bake,chicken and bacon pasta bake
ASDA,3.0,7.5,kg,Goodfella's Fiery Vegetable Arrabbiata 400g,20240413,frozen,False,False,Goodfella's Fiery Vegetable Arrabbiata 400g,,,,Goodfella's,,,400.0,g,,False,,,,Fiery Vegetable Arrabbiata,goodfella s fiery vegetable arrabbiata
ASDA,3.0,10.71,kg,Oumph! Mexican Spiced Fajita 280g,20240413,frozen,False,False,Oumph! Mexican Spiced Fajita 280g,,,,,,,280.0,g,,False,,,,Oumph! Mexican Spiced Fajita,oumph mexican spiced fajita
ASDA,3.75,7.5,kg,Gino's Premium Hot n' Spicy Chicken Fillets,20240413,frozen,False,False,Gino's Premium Hot n' Spicy Chicken Fillets,,,,,,,500.0,g,,True,,,"{'flavor': ['spicy', 'hot']}",Gino's Premium Hot n' Spicy Chicken Fillets,gino s premium hot n spicy chicken fillets
ASDA,2.5,11.1,l,Del Monte Cloudy Lemonade Ice Lollies,20240413,frozen,False,False,Del Monte Cloudy Lemonade Ice Lollies,,,,,,,225.2,ml,,True,,,,Del Monte Cloudy Lemonade Ice Lollies,del monte cloudy lemonade ice lollies
ASDA,5.35,12.7,l,Haagen-Dazs Macaron Vanilla & Blueberry Ice Cream 364g,20240413,frozen,False,False,Haagen-Dazs Macaron Vanilla & Blueberry Ice Cream 364g,,,,Haagen-dazs,,,364.0,g,,False,,,,Macaron Vanilla and Blueberry Ice Cream,haagen dazs macaron vanilla and blueberry ice cream
ASDA,0.9,5.6,kg,Muller Light Fat Free Banana and Custard Yogurt,20240413,fresh_food,False,False,Muller Light Fat Free Banana and Custard Yogurt,,,,Muller,,,160.0,g,,True,diet,fat free,,Light Banana and Custard Yogurt,muller light banana and custard yogurt
ASDA,2.1,5.3,kg,Alpro Greek Style Plain Yoghurt Alternative,20240413,fresh_food,False,False,Alpro Greek Style Plain Yoghurt Alternative,,,,Alpro,,,400.0,g,,True,,,,Greek Style Plain Yoghurt Alternative,alpro greek style plain yoghurt alternative
ASDA,3.75,21.8,kg,GU Banoffee Cheesecake 2 x 86g (172g),20240413,fresh_food,False,False,GU Banoffee Cheesecake 2 x 86g (172g),,,,Gu,2.0,count_x_size,172.0,g,,False,,,,Banoffee Cheesecake,gu banoffee cheesecake
ASDA,2.0,16.7,kg,ASDA Sliced Butter Roast Turkey,20240413,fresh_food,True,False,ASDA Sliced Butter Roast Turkey,ASDA,standard,,,,,120.0,g,,True,,,{'form': ['sliced']},Sliced Butter Roast Turkey,sliced butter roast turkey
ASDA,2.95,24.6,kg,ASDA Extra Special Thickly Carved Honey Roast Ham,20240413,fresh_food,True,False,ASDA Extra Special Thickly Carved Honey Roast Ham,ASDA Extra Special,premium,Extra Special,,,,120.0,g,,True,,,,Thickly Carved Honey Roast Ham,thickly carved honey roast ham
