idx_a,idx_b,retailer_a,retailer_b,name_a,name_b,similarity,size_ratio,category
25941,50955,Morrisons,Tesco,Cadbury Orange Mini Rolls,Cadbury Mini Rolls Chocolate Orange 5 Pack,0.873,,bakery
10521,30164,ASDA,Morrisons,The BAKERY at ASDA Caramelised Biscuit Loaf Cake,Morrisons Caramelised Biscuit Cake,0.873,,bakery
1426,47537,ASDA,Sains,ASDA 10 Mini Pork & Pickle Pies,Sainsbury's Pork & Pickle Pies Mini x6 300g,0.873,1.2,fresh_food
15378,19285,ASDA,Morrisons,ASDA Wafer Thin Cooked Beef,Morrisons Savers Wafer Thin Cooked Ham,0.872,1.133,fresh_food
46146,61917,Sains,Tesco,Finnebrogue Naked Ultimate Pork Sausage x6 400g,Finne Brogue Naked Ultimate Pork Sausage 400G,0.872,1.0,fresh_food
29588,59082,Morrisons,Tesco,Morrisons Whole Watermelon,Tesco Watermelon,0.871,,fresh_food
26072,46543,Morrisons,Sains,Mr Kipling Apple & Blackcurrant Pies,Mr Kipling Bramley Apple & Blackcurrant Pies x6,0.871,,bakery
29588,43480,Morrisons,Sains,Morrisons Whole Watermelon,Sainsbury's Watermelon,0.871,,fresh_food
21461,58325,Morrisons,Tesco,Schwartz X Bella Italia Gamberoni,Schwartz Bella Italia gamberoni Recipe Mix 35g,0.871,1.0,food_cupboard
10983,46543,ASDA,Sains,Mr Kipling Apple & Blackcurrant Pies,Mr Kipling Bramley Apple & Blackcurrant Pies x6,0.871,,bakery
13516,54745,ASDA,Tesco,Tahira Sliced Turkey & Beef Salami,Tahira Slice Turkey Salami 200G,0.871,1.0,food_cupboard
3942,43308,ASDA,Sains,ASDA Organic Fairtrade Bananas,Sainsbury's Fairtrade Bananas x8,0.87,,fresh_food
21262,59484,Morrisons,Tesco,Schwartz X Las Iguanas Bahian Coconut Curry,Schwartz Las Iguanas Bahian Coconut Curry Recipe Mix 25g,0.87,1.0,food_cupboard
9785,62533,ASDA,Tesco,"Franco Manca Sourdough Pizza Spiced Beef Meatball, Red Onion & Pecorino 476g",Franco Manca Beef Meatball Red Onion & Pecorino Pizza 476G,0.87,1.0,fresh_food
28533,43308,Morrisons,Sains,Morrisons Organic Fairtrade Bananas,Sainsbury's Fairtrade Bananas x8,0.87,,fresh_food
10377,25883,ASDA,Morrisons,The BAKERY at ASDA 10 All Butter Croissants,Morrisons The Best All Butter Croissants,0.87,,bakery
30094,48848,Morrisons,Sains,Bombay Citron Presse Gin 70cl,Bombay Citron Pressé Lemon Gin 70cl,0.869,1.0,drinks
33380,52384,Sains,Tesco,Sainsbury's Sour Cream & Chive Combo Snacks 150g,Tesco Sour Cream & Chive Combo Mix 150G,0.869,1.0,food_cupboard
10966,63766,ASDA,Tesco,Mr Kipling Lemon Fancies Cakes,Mr Kipling 8 Lemon Fancies Sponge Cakes,0.869,,bakery
44339,54488,Sains,Tesco,Herta Frankfurter Hot Dogs x4 140g,Herta 4 Chicken Frankfurter Hot Dog 140G,0.869,1.0,fresh_food
6101,43910,ASDA,Sains,Muller Corner Chocolate Digestive and Strawberry Shortcake Yogurts,Müller Corner Chocolate Digestive & Strawberry Shortcake Yogurts 6x124g,0.869,1.008,fresh_food
11772,17992,ASDA,Morrisons,ASDA Chapattis,Dina Chapattis,0.868,1.2,food_cupboard
17737,56780,Morrisons,Tesco,The Spice Tailor Original Tikka…,The Spice Tailor Original Tikka Masala 300G,0.868,1.0,food_cupboard
2622,40749,ASDA,Sains,Dalston's Real Squeezed Cherry & Sparkling Water,Dalston's Real Squeezed Peach & Sparkling Water 4x330ml,0.868,1.01,drinks
9712,62377,ASDA,Tesco,JUST ESSENTIALS by ASDA Lightly Salted Sharing Tortilla Chips,Tesco Lightly Salted Tortilla Chips 200g,0.867,1.111,food_cupboard
25966,50865,Morrisons,Tesco,Morrisons Scotch Pancakes,Tesco Free From 6 Scotch Pancakes,0.867,,bakery
13198,32901,ASDA,Sains,ASDA Extra Special 8 Meringue Nests,Sainsbury's Meringue Nests x8 124g,0.867,,food_cupboard
10368,50313,ASDA,Tesco,The BAKERY at ASDA 5 Oat and Raisin Cookies,Tesco Oat And Raisin Cookies 5 Pack,0.867,,bakery
13215,32901,ASDA,Sains,ASDA 8 Meringue Nests,Sainsbury's Meringue Nests x8 124g,0.867,,food_cupboard
10371,49753,ASDA,Tesco,The BAKERY at ASDA 16 Mini Double Chocolate Muffins,Tesco Double Chocolate Mini Muffins 16 Pack,0.867,,bakery
10823,46337,ASDA,Sains,Bake at Home 2 Baguettes,Sainsbury's White Bake At Home Baguettes x2,0.867,,bakery
25940,50954,Morrisons,Tesco,Cadbury Mint Mini Rolls,Cadbury Mini Rolls Chocolate Mint 5 Pack,0.866,,bakery
979,43296,ASDA,Sains,ASDA Extra Special 4 British Baking Potatoes,Sainsbury's British Baking Potatoes Loose,0.866,,fresh_food
1970,63175,ASDA,Tesco,Innocent Berry Set Go,Innocent Berry Set Go Juice 750Ml,0.866,1.0,drinks
4969,60500,ASDA,Tesco,ASDA Fortified British Wine Rich Cream 1 Litre,Tesco British Fortified Wine Full Cream 1 Litre,0.866,1.0,drinks
23398,52083,Morrisons,Tesco,Hellmann's Salad Dressings Thousand Island,Hellmann's Real Thousand Island Salad Dressing & Dip Sauce 250ml,0.866,1.0,food_cupboard
32051,63467,Sains,Tesco,"Sainsbury's Glace Cherries, Halves 200g",Tesco Glace Cherry Halves 200G,0.865,1.0,food_cupboard
33467,49419,Sains,Tesco,McVitie's Jaffa Cakes Original Triple Pack Biscuits x33,Mcvitie's The Original Jaffa Cakes Triple Pack 33 Cakes,0.865,,food_cupboard
10426,48333,ASDA,Sains,Mr Kipling 6 Bramley Apple & Blackcurrant Pies,Mr Kipling Apple & Blackcurrant Pies x6,0.865,,bakery
7768,48291,ASDA,Sains,John West Tuna Chunks in Sunflower Oil,John West Lower Salt Tuna Chunks in Sunflower Oil 3x145g,0.865,1.16,food_cupboard
20367,31936,Morrisons,Sains,Wagon Wheels Jammie Biscuits,Wagon Wheels Jammie Chocolate Biscuit Bars x6,0.865,,food_cupboard
25900,52255,Morrisons,Tesco,St. Pierre 4 Seeded Brioche Burger Buns,St. Pierre 4 Sliced Brioche Burger Buns,0.864,,bakery
10791,26048,ASDA,Morrisons,St Pierre 4 Brioche Burger Buns,St Pierre 6 Brioche Buns,0.864,,bakery
37449,55064,Sains,Tesco,Sainsbury's Free From White Choc Bar 35g,Tesco Free From White Chocolate Bar 35G,0.864,1.0,food_cupboard
10833,52255,ASDA,Tesco,St Pierre 4 Seeded Brioche Burger Buns,St. Pierre 4 Sliced Brioche Burger Buns,0.864,,bakery
46559,52255,Sains,Tesco,St. Pierre Seeded Brioche Burger Buns Pre-Sliced x4,St. Pierre 4 Sliced Brioche Burger Buns,0.864,,bakery
21325,33724,Morrisons,Sains,Chicken Tonight Creamy Wine Sauce,Chicken Tonight Creamy White Wine 500g,0.864,1.0,food_cupboard
10596,25936,ASDA,Morrisons,The BAKERY at ASDA 2 Strawberry Tarts,Morrisons Strawberry Tarts,0.864,,bakery
3605,47094,ASDA,Sains,Ribena No Added Sugar Pineapple & Passionfruit Squash,Ribena Pineapple & Passion Fruit Squash No Added Sugar 850ml,0.863,1.0,drinks
20974,57613,Morrisons,Tesco,Trek Protein Flapjacks White Choc & Raspberry,Trek White Chocolate & Raspberry Protein Flapjacks 3X50g,0.863,1.0,food_cupboard
29384,46446,Morrisons,Sains,Morrisons The Best Bramley Apple…,Sainsbury's Bramley Apple Pies x6,0.863,,bakery
17266,47896,Morrisons,Sains,Schar Gluten Free Spekulatius,Schär Gluten Free Spekulatius 100g,0.863,1.0,free-from
26148,50747,Morrisons,Tesco,Cadbury Raspberry Mini Rolls,Cadbury Raspberry Mini Roll 10 Pack,0.862,,bakery
15533,20276,ASDA,Morrisons,ASDA Extra Special Taleggio D.O.P,Morrisons The Best Taleggio Cheese,0.862,1.0,fresh_food
10689,49821,ASDA,Tesco,ASDA Free From 18 Chocolate Cornflake Clusters,Tesco 15 Chocolate Cornflake Clusters,0.861,,bakery
30246,63736,Morrisons,Tesco,Morrisons The Best Bramley Apple & Cinnamon Hot Cross Buns,Tesco Finest 4 Apple & Cinnamon Hot Cross Buns,0.861,,bakery
10702,51313,ASDA,Tesco,ASDA Extra Special 2 Triple Choc Muffins,Tesco 4 Triple Chocolate Muffins,0.861,,bakery
1128,59873,ASDA,Tesco,JUST ESSENTIALS by ASDA Green Beans,Tesco Green Beans 220G,0.861,1.091,fresh_food
28538,59873,Morrisons,Tesco,Morrisons Savers Green Beans,Tesco Green Beans 220G,0.861,1.1,fresh_food
10426,51514,ASDA,Tesco,Mr Kipling 6 Bramley Apple & Blackcurrant Pies,Mr Kipling Apple & Blackcurrant Pies 6 Pack,0.861,,bakery
3222,51867,ASDA,Tesco,Wagon Wheels Jammie,Wagon Wheel Jammie 6 Pack,0.861,,food_cupboard
6292,44291,ASDA,Sains,GU Plant Zillionaire Chocolate & Salted Caramel Cheesecake Dessert,Gü Zillionaire Chocolate & Salted Caramel Cheesecake Dessert 2x91.5g,0.861,1.017,fresh_food
22857,49104,Morrisons,Sains,Morrisons The Best Hollandaise Sauce,Maille Hollandaise Sauce 200g,0.86,1.176,food_cupboard
10686,49753,ASDA,Tesco,ASDA 6 Double Chocolate Muffins,Tesco Double Chocolate Mini Muffins 16 Pack,0.86,,bakery
10826,46409,ASDA,Sains,Bake at Home Brown Baguette,Sainsbury's Brown Baguettes Bake At Home x2,0.86,,bakery
28574,43309,Morrisons,Sains,Morrisons The Best Baking Potatoes,Sainsbury's British Baking Potatoes x4,0.86,,fresh_food
44495,51660,Sains,Tesco,Sainsbury's Beef Bolognese Sauce 350g (Serves 2),Tesco Bolognese Sauce 350G,0.859,1.0,fresh_food
6436,19285,ASDA,Morrisons,ASDA Cooked Chicken Wafer Thin,Morrisons Savers Wafer Thin Cooked Ham,0.859,1.176,fresh_food
28221,63386,Morrisons,Tesco,Morrisons Smoked Lardons,Tesco Smoked Bacon Lardons 200G,0.859,1.0,fresh_food
40258,49462,Sains,Tesco,Rubicon Spring Black Cherry Raspberry 4x330ml,Rubicon Spring Water Black Cherry Raspberry 1.5L,0.859,1.136,drinks
2679,38685,ASDA,Sains,Old Jamaica Ginger Beer Light,Old Jamaica Ginger Beer 1.5L,0.858,1.05,drinks
44475,58525,Sains,Tesco,Sainsbury's Italian Prosciutto Cotto Slices with Herbs x4 100g,Tesco Finest Prosciutto Cotto With Herbs 100G,0.858,1.0,fresh_food
43646,49910,Sains,Tesco,Sainsbury's Baking Sweet Potatoes x2,Tesco 4 Baking Potatoes,0.858,,fresh_food
13898,17525,ASDA,Morrisons,Indus Spice Mix Chaat Masala,Indus Chaat Masala,0.857,1.0,food_cupboard
1094,59914,ASDA,Tesco,ASDA Sliced Red Onion,Tesco Sliced Red Onion 180G,0.857,1.2,fresh_food
46560,49821,Sains,Tesco,Sainsbury's Chocolate Cornflake Clusters Cake Bites x15,Tesco 15 Chocolate Cornflake Clusters,0.857,,bakery
48339,49684,Sains,Tesco,Sainsbury's Chocolate Cornflake Clusters x15,Tesco 8 Cornflake Clusters,0.857,,bakery
23296,63229,Morrisons,Tesco,Morrisons Organic Cannellini Beans In Water,Tesco Cannellini Beans Water 400G,0.857,1.0,food_cupboard
8595,51961,ASDA,Tesco,JUST ESSENTIALS by ASDA Mixed Herbs,Tesco Mixed Herbs 18G ..,0.857,1.011,food_cupboard
3631,38574,ASDA,Sains,"Vimto Real Fruit No Added Sugar Squash Cherry, Raspberry & Blackcurrant",Vimto Original Real Fruit Squash Blackcurrant Grape & Raspberry No Added Sugar 1L,0.857,1.042,drinks
15720,39828,ASDA,Sains,Tropicana + Viva Vitality Apple & Banana Fruit Juice,Tropicana+ Viva Vitality Fruit Juice 750ml,0.857,1.0,drinks
34376,53715,Sains,Tesco,Splenda Minis Zero Calorie Sweetener Tablets 500,SPLENDA ZERO CALORIE SWEETENER 100 SWEET MINIS 1.5G,0.857,,food_cupboard
21166,33797,Morrisons,Sains,Nature's Path Gluten Free Berry Granola,Nature's Path Gluten Free Granola Mixed Berry 312g,0.857,1.04,food_cupboard
26050,50340,Morrisons,Tesco,Baker Street Seeded Burger Buns,Baker Street Burger Buns 6 Pack,0.855,,bakery
5376,61652,ASDA,Tesco,ASDA Mussels 400g,Tesco Cooked Mussels 400G,0.855,1.0,frozen
20511,35065,Morrisons,Sains,Colman's Cheddar Cheese Sauce Pouch,Colman's Sauce Mix Cheddar Cheese 40g,0.855,1.0,food_cupboard
21056,58481,Morrisons,Tesco,Schwartz Slow Cook Tikka Masala,Schwartz Slow Cook Tikka Masala Recipe Mix 35g,0.855,1.0,food_cupboard
43762,54473,Sains,Tesco,Sainsbury's Small Whole Cucumber,Tesco Organic Whole Cucumber,0.854,,fresh_food
22973,34398,Morrisons,Sains,Mcvitie's Jaffa Cakes Jonuts 4 Pack,McVitie's Jaffa Cakes Jaffa Jonuts Biscuits x4,0.854,1.176,food_cupboard
34116,54434,Sains,Tesco,McVitie's Gluten Free Hobnobs Original Biscuits 150g,Mcvities Gluten Free Original Hobnobs 150G,0.853,1.0,food_cupboard
25935,49750,Morrisons,Tesco,Cadbury Dairy Milk Mini Cookies,Cadbury Dairy Milk Caramel Mini Cookies X14,0.853,,bakery
10882,46615,ASDA,Sains,ASDA Free From 4 Red Velvet Cupcakes,Sainsbury's Red Velvet Cupcakes x2,0.853,,bakery
5962,48488,ASDA,Sains,Cadbury Caramel Chocolate Brownie,Cadbury Dairy Milk Caramel Chocolate Brownie 400g,0.853,1.0,frozen
25935,48419,Morrisons,Sains,Cadbury Dairy Milk Mini Cookies,Cadbury Dairy Milk Caramel Mini Cookies x14,0.853,,bakery
46478,54144,Sains,Tesco,Sainsbury's Sultana Scones x6,Tesco Free From 2 Sultana Scones,0.853,,bakery
25898,50789,Morrisons,Tesco,Soreen 5 Apple Lunchbox Loaves,Soreen Malt Lunchbox Loaves 5 Pack,0.853,,bakery
44560,56785,Sains,Tesco,Sainsbury's Just Cook Chicken Breasts with Spinach & Ricotta 360g,Tesco Spinach and Ricotta Chicken Breasts 360g,0.852,1.0,fresh_food
46921,50790,Sains,Tesco,Carousel Ice Cream Nougat Wafers x6,Carousel Nougat Wafers 6 Pack,0.852,,food_cupboard
40465,53180,Sains,Tesco,"Innocent Super Smoothie Invigorate, Kiwi & Cucumber 300ml",Innocent Invigorate Super Smoothie 300Ml,0.852,1.0,drinks
16473,63657,ASDA,Tesco,Maltesers Chocolate Bunny Extra Large Easter Egg,Maltesers Milk Chocolate Extra Large Easter Egg 246g,0.852,1.098,food_cupboard
18653,53940,Morrisons,Tesco,The Collective Suckies Bana…,The Collective Suckies Banana Yogurt 90G,0.852,1.0,fresh_food
36929,58189,Sains,Tesco,Ferrero Raffaello White Chocolate with Coconut & Almond Bar 90g,Ferrero Raffaello White Chocolate Bar 90g,0.852,1.0,food_cupboard
2145,36479,ASDA,Sains,Cake Decor 8 Edible Cake Pens,Cake Decor Edible Cake Decoration Pens x8,0.851,,food_cupboard
20922,47567,Morrisons,Sains,Kenco Unsweetened Cappuccino…,Kenco Duo Cappuccino Unsweetened Instant Coffee x6,0.851,1.167,food_cupboard
43309,49910,Sains,Tesco,Sainsbury's British Baking Potatoes x4,Tesco 4 Baking Potatoes,0.851,,fresh_food
24251,64713,Morrisons,Tesco,Schwartz Roast It - Texan Bbq,Schwartz Roast It Texan BBQ Recipe Mix 25g,0.851,1.0,food_cupboard
28658,59082,Morrisons,Tesco,Morrisons Watermelon & Grape,Tesco Watermelon,0.851,,fresh_food
33963,57608,Sains,Tesco,TREK Cocoa Oat Protein Flapjack 50g,Trek Flapjack Cocoa Oat 50G 3 Pack,0.851,1.0,food_cupboard
19057,62809,Morrisons,Tesco,Morrisons Ploughmans,Tesco Ploughmans Sandwich,0.851,,fresh_food
28658,43480,Morrisons,Sains,Morrisons Watermelon & Grape,Sainsbury's Watermelon,0.851,,fresh_food
43759,56327,Sains,Tesco,"Sainsbury's Melon, Stone Fruit& Raspberry 220g",Tesco Melon Stone Fruit Raspberries 220G,0.85,1.0,fresh_food
20398,49646,Morrisons,Tesco,Morrisons Bran Flakes,Tesco Bran Flakes 750G,0.85,1.2,food_cupboard
37325,58981,Sains,Tesco,itsu Crystal'Noodles Sesame Glaze 77g,Itsu Seasame Glaze Crystal Noodles Cup 77G,0.85,1.0,food_cupboard
