ensemble_cluster_id,cluster_size,strong_flags,weak_flags,flags,n_strong,n_weak,n_flags,max_size_delta_audit,supermarkets,titles_preview,min_cos,min_jac,size_ratio,n_brands,n_cats,confidence_score,likely_good,probe_likely_bad,low_confidence,very_low_text_sim,risk_bucket,suspicious_strong,suspicious_union
16726,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0625,Morrisons|Sains|Tesco,Haagen Dazs Bites Chocolate || Häagen-Dazs Chocolate Ice Cream Bites 8x15g || Haagen-Dazs Bites Chocolate Ice Cream 8x16ml,0.4087075659023184,0.4285714285714285,1.0666666666666669,2,2,0.564208004434327,False,True,False,False,weak_heuristic|probe_fail,False,True
2835,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.042254,ASDA|Morrisons|Sains|Tesco,Dr. Oetker Ristorante Margherita Pomodori Vegan Pizza || Dr. Oetker Ristorante Hawaii Pizza || Dr. Oetker Ristorante Hawaii Pizza 355g || Dr Oetker Ristorante Margherita Pomodori Pizza Vegan 340G,0.4234921301202847,0.4285714285714285,1.0441176470588236,2,3,0.5705442462420268,False,True,False,False,weak_heuristic|probe_fail,False,True
12250,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.007917,Morrisons|Sains,Fever-Tree Light Aromatic Tonic || Fever Tree Refreshingly Light Tonic Water Can 8x150ml,0.3603376705877162,0.5,1.007979840403192,2,2,0.5732399540614023,False,True,False,False,weak_heuristic|probe_fail,False,True
223,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.004838,ASDA|Morrisons|Tesco,Tunnock's Milk Chocolate Tea Cakes || Tunnock's Milk Chocolate Tea Cakes 6's || Tunnocks Milk Chocolate Teacakes 6X24g,0.5772711436565643,0.2857142857142857,1.004861111111111,2,2,0.5769257282337658,False,True,False,False,weak_heuristic|probe_fail,False,True
5891,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Hartley's Jelly Orange Flavour || Hartley's Orange Jelly Pot || Hartley's Orange Jelly Pot 125g || Hartleys Ready To Eat Jelly Orange 125G,0.5775204254812909,0.2857142857142857,1.0,2,2,0.5770325633015057,False,True,False,False,weak_heuristic|probe_fail,False,True
2112,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Nairn's Fruit & Seed Oat Muesli 450g || Nairn's Gluten Free Oat Muesli || Nairn's Gluten Free Oat Muesli 450g || Nairns Gluten Free Oat Muesli 450G,0.6175858821599429,0.25,1.0,2,3,0.5793225209256899,False,True,False,False,weak_heuristic|probe_fail,False,True
2091,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.019718,ASDA|Morrisons|Sains|Tesco,Rowntree's Fruit Blaster || Rowntrees Fruit Blaster Ice Lollies || Rowntree's Fruit Blaster 6x58ml || Rowntree's Fruit Blaster Ice Lollies 6X58ml,0.5377060682973456,0.3333333333333333,1.0201149425287357,2,2,0.579810537206799,False,True,False,False,weak_heuristic|probe_fail,False,True
11356,4,,multi_core_product_name|struct_known_brand_disagree|struct_unit_value_15pct,multi_core_product_name|struct_known_brand_disagree|struct_unit_value_15pct,0,3,3,0.145818,ASDA|Morrisons|Sains|Tesco,Hartley's No Added Sugar Jelly Blackcurrant Flavour || Hartley's Jelly Blackcurrant || Hartley's Blackcurrant Jelly 135g || Hartleys Blackcurrant Jelly 135G,0.6557647347679095,0.2857142857142857,1.1707105719237434,2,1,0.5805658387100565,False,True,False,False,weak_heuristic|probe_fail,False,True
574,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Tesco,Jacob's Mini Cheddars Original Snacks Grab Bag 45g || Jacob's Mini Cheddars Original Ch… || Jacobs Mini Cheddars 45G,0.5867519254276597,0.2857142857142857,1.0,2,2,0.5809889204213781,False,True,False,False,weak_heuristic|probe_fail,False,True
2117,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.013889,ASDA|Morrisons,Rowntree's Fruit Push Up 4 x 90ml (360ml) || Rowntrees Fruit Pastille Push U…,0.4788195373404328,0.4,1.0140845070422535,2,2,0.582351230288757,False,True,False,False,weak_heuristic|probe_fail,False,True
3060,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Young's Breaded Scampi || Young's Breaded Scampi || Young's Scampi 220g || Youngs Scampi 220G,0.6247114298874276,0.25,1.0,2,2,0.5823763270946118,False,True,False,False,weak_heuristic|probe_fail,False,True
2113,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.017857,ASDA|Sains|Tesco,Rowntree's Fruit Stack Ice Lollies 4 Pack || Rowntree's Fruit Stack 4x70ml || Rowntrees Fruit Stack 4X70ml,0.5461224767700492,0.3333333333333333,1.018181818181818,2,2,0.5834175694093863,False,True,False,False,weak_heuristic|probe_fail,False,True
1505,4,,multi_core_product_name|struct_known_brand_disagree|struct_unit_value_15pct,multi_core_product_name|struct_known_brand_disagree|struct_unit_value_15pct,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,McVitie's Rich Tea Classic Biscuits 300g || McVitie's Rich Tea Classic Biscuits || Mcvitie's Rich Tea x2 Biscuits 300g || Mcvities Rich Tea Biscuits 2 X300g,0.6441694993412632,0.5,2.0,2,1,0.584882166384351,False,True,False,False,weak_heuristic|probe_fail,False,True
10039,3,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.15,Morrisons|Sains|Tesco,Morrisons Salsa || Sainsbury's Mild Salsa 200g || Tesco Salsa 200G,0.4919220002283831,0.3333333333333333,1.1764705882352942,0,2,0.5851887937486722,False,True,False,False,weak_heuristic|probe_fail,False,True
8520,4,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Cadbury Mini Eggs Dessert 75g || Cadbury Mini Eggs Nest Cakes || Cadbury Mini Eggs Nest Cakes x4 || Cadbury Twinpot Mini Eggs 4x 75g,0.5173921176399222,0.5,4.0,1,3,0.585549002798062,False,True,False,False,weak_heuristic|probe_fail,False,True
1522,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0625,ASDA|Sains|Tesco,McVitie's Hobnobs Chocolate Cream Biscuits 160g || McVitie's Gluten Free Chocolate Hobnobs 150g || Mcvities Gluten Free Chocolate Hobnobs 150G,0.6341936525257652,0.25,1.0666666666666669,2,2,0.5864401367967566,False,True,False,False,weak_heuristic|probe_fail,False,True
9367,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Nairn's Scottish Porridge Oats || Nairn's Gluten Free Scottish Porridge Oats || Nairn's Gluten Free Scottish Porridge Oats 450g || Nairns Gluten Free Scottish Porridge 450G,0.6500344617958933,0.2857142857142857,1.0,2,2,0.6081100074363354,False,True,False,False,weak_heuristic|probe_fail,False,True
4488,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons,Mackie's of Scotland Raspberry Ripple Ice Cream || Mackies Raspberry Ripple,0.6502660134028637,0.2857142857142857,1.0,2,2,0.6082092438393226,False,True,False,False,weak_heuristic|probe_fail,False,True
5864,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0712,ASDA|Morrisons|Tesco,Hartley's Blackcurrant Flavour Jelly || Hartleys No Added Sugar Jelly Blackcurrant || Hartleys Ready To Eat Jelly Blackcurrant 125G,0.6796003851325414,0.2857142857142857,1.0766580534022394,2,2,0.6207811174377559,False,True,False,False,weak_heuristic|probe_fail,False,True
1616,3,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.032258,ASDA|Sains|Tesco,Lotus Biscoff Snack Pack || Lotus Biscoff Biscuit 16x248g || Lotus Biscoff Snack Pack 248G,0.6092437279272599,0.5,16.533333333333335,1,2,0.6249139786354925,False,True,False,False,weak_heuristic|probe_fail,False,True
12662,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0625,Morrisons|Sains|Tesco,Haagen Dazs Bites Salted Caramel || Häagen-Dazs Salted Caramel Ice Cream Bites 8x15g || Haagen-Dazs Bites Salted Caramel Ice Cream 8x16ml,0.4895413296949122,0.5,1.0666666666666669,2,2,0.6286129508216293,False,True,False,False,weak_heuristic|probe_fail,False,True
2094,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.017857,ASDA|Morrisons|Sains|Tesco,Rowntree's Fruit Twisties Lollies || Rowntrees Fruit Twisties || Rowntree's Fruit Twisties Lollies 4x70ml || Rowntree's Fruit Twisties Ice Lollies 4X70ml,0.6523577236020913,0.3333333333333333,1.018181818181818,2,3,0.6289469609088328,False,True,False,False,weak_heuristic|probe_fail,False,True
767,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons,IRN-BRU Xtra Sugar Free Bottles || Irn Bru Xtra,0.5003324057614971,0.5,1.0,2,2,0.6332376977073083,False,True,False,False,weak_heuristic|probe_fail,False,True
11153,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Hartley's Lemon & Lime Flavour Jelly || Hartley's Lemon & Lime Jelly Pot || Hartley's Lemon and Lime Jelly Pot 125g || Hartleys Ready To Eat Jelly Lemon & Lime 125G,0.6221706414122476,0.375,1.0,2,2,0.6333707510814396,False,True,False,False,weak_heuristic|probe_fail,False,True
5617,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,ASDA|Sains,Jacob's Mini Cheddars 30% Less Fat Basil Pesto & Cheese Baked Snacks M || Jacob's Mini Cheddars Basil Pesto & Cheese Flavour 6x102g,0.6307146898626788,0.5,6.0,1,2,0.6341158194649577,False,True,False,False,weak_heuristic|probe_fail,False,True
12760,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.15,Morrisons|Sains,Birds Eye 22 Crispy Chicken Dippers || Birds Eye Crispy Chicken Grills in Tempura Batter x4 340g,0.4452788666398568,0.5,1.1764705882352942,1,2,0.634643323798034,False,True,False,False,weak_heuristic|probe_fail,False,True
4189,4,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.15,ASDA|Morrisons|Sains|Tesco,"ASDA Extra Special 2 Beer Battered Cod Fillets || Morrisons The Best Beer Battered Cod Fillets || Sainsbury's Beer Battered MSC Cod Fillets, Taste the Difference x2 385 || Tesco Finest 2 Beer Battered Cod Fillets 380G",0.4504044808478329,0.5,1.1764705882352942,0,2,0.6368400156014523,False,True,False,False,weak_heuristic|probe_fail,False,True
5782,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Hartley's Smooth Strawberry Jam || Hartley's Best Strawberry Jam || Hartley's Smooth Strawberry Jam 340g || Hartleys Best Strawberry Jam 340G,0.6069575519613009,0.4,1.0,2,2,0.6372675222691291,False,True,False,False,weak_heuristic|probe_fail,False,True
4487,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains,Mackie's of Scotland Honeycomb Ice Cream || Mackies Honeycomb Harvest Ice Cream || Mackie's of Scotland Ice Cream Honeycomb 1L,0.5848956728947139,0.4285714285714285,1.0,2,2,0.6397171931453537,False,True,False,False,weak_heuristic|probe_fail,False,True
10654,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,Morrisons|Sains|Tesco,Bens Original Korean BBQ Microwave Rice || Ben's Original Smokey BBQ Microwave Rice 220g || Ben's Original Korean Bbq Rice 220G,0.5877984981166361,0.4285714285714285,1.0,2,2,0.640961261097606,False,True,False,False,weak_heuristic|probe_fail,False,True
10367,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,Morrisons|Tesco,Ambrosia Belgian Chocolate Mousse Pots || Ambrosia Deluxe Custard Belgian Chocolate Pots 2X120g,0.6118535697200249,0.5714285714285714,2.0,1,2,0.655794387022868,False,True,False,False,weak_heuristic|probe_fail,False,True
6867,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.005385,ASDA|Tesco,Sharwood's 2 Flame Baked Plain Naan Bread || Sharwoods 2 Large Plain Naan Bread 260G,0.6258891122412702,0.4285714285714285,1.005413766434648,2,2,0.6572858100081634,False,True,False,False,weak_heuristic|probe_fail,False,True
14150,4,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.133858,ASDA|Morrisons|Sains|Tesco,Maltesers Milk Chocolate Medium Easter Egg || Maltesers Milk Chocolate & Honeycom… || Maltesers Milk Chocolate Medium Easter Egg 127g || Maltesers Milk Chocolate Easter Egg 127g,0.4994570612699765,0.5,1.1545454545454543,1,2,0.6578625500680853,False,True,False,False,weak_heuristic|probe_fail,False,True
617,4,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.090909,ASDA|Morrisons|Sains|Tesco,ASDA 18 Cheese & Onion Rolls || Morrisons 20 Mini Cheese & Onion Rolls || Sainsbury's Mini Cheese & Onion Rolls x20 200g || Tesco 20 Mini Cheese & Onion Rolls 220G,0.5916718675264488,0.6,1.2222222222222223,0,2,0.6590498479875257,False,True,False,False,weak_heuristic|probe_fail,False,True
9230,3,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,ASDA|Sains|Tesco,Kopparberg Premium Cider Winter Punch 4 x 330ml || Kopparberg Winter Punch Premium Cider x4 330ml || Kopparberg Summer Punch Cider 330ml x 4,0.69758041746277,0.5,4.0,1,2,0.6627725598649968,False,True,False,False,weak_heuristic|probe_fail,False,True
2192,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.002347,ASDA|Morrisons|Sains|Tesco,Kellogg's Fruit Winders Strawberry Snack || Kelloggs Fruit Winders Rolls Strawberry 5 Pack || Kellogg's Fruit Winders Strawberry Snack 5x17g || Kellogg's Fruit Winders Strawberry Snack Rolls 5x17g,0.6457363098699376,0.4285714285714285,1.002352941176471,2,2,0.665791751849021,False,True,False,False,weak_heuristic|probe_fail,False,True
82,4,,cross_category|multi_core_product_name|struct_branded_vs_ownbrand,cross_category|multi_core_product_name|struct_branded_vs_ownbrand,0,3,3,0.096618,ASDA|Morrisons|Sains|Tesco,Kenco Plant Based Oat Latte Instant Coffee Sachets x6 || Kenco Duo Latte Instant Coffee || Kenco Plant Based Oat Latte Instant Coffee Sachets x6 || Kenco Duo Latte Instant Coffee 6 X 17.25G,0.5753504758202981,0.4444444444444444,1.106951871657754,1,2,0.6672401510129321,False,True,False,False,weak_heuristic|probe_fail,False,True
6509,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,ASDA|Sains,Red Bull Energy Drink Sugar Free Cans 12x250ml || Red Bull Energy Drink 250ml x12,0.6391555291658575,0.5714285714285714,12.0,1,2,0.6674952267853677,False,True,False,False,weak_heuristic|probe_fail,False,True
6298,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0625,ASDA|Morrisons|Sains|Tesco,McVitie's Jamaica Ginger Sticky Pudding Cake || McVitie's Jamaica Ginger Cake || McVitie's Jamaica Ginger Cake 225g (Serves 9) || Mcvities Jamaica Ginger Cake,0.6541453261361223,0.4285714285714285,1.0666666666666669,2,2,0.6693956159631002,False,True,False,False,weak_heuristic|probe_fail,False,True
5842,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.009994,ASDA|Sains|Tesco,Hartley's 10 Cal Raspberry Flavour Jelly || Hartley's 10 Cal Raspberry Jelly Pot Multipack 6x175g || Hartleys 10 Cal Raspberry Jelly 6X175g,0.6566479347917817,0.4285714285714285,1.010095238095238,2,2,0.6704681625298113,False,True,False,False,weak_heuristic|probe_fail,False,True
12661,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,Morrisons|Sains,Goodfellas Pizza Bites || Goodfella's Cheesy Pizza Bites 200g,0.6971337863246568,0.4,1.0,2,2,0.6759144798534246,False,True,False,False,weak_heuristic|probe_fail,False,True
13719,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.014316,Morrisons|Sains|Tesco,Haagen Dazs Macaron Vanilla & Blueberry || Häagen-Dazs Macaron Vanilla & Blueberry Ice Cream 420ml || Haagen-Dazs Macaron Vanilla Blueberry Ice Cream 420ml,0.6039035528895563,0.5,1.0145238095238096,2,2,0.6776253321907623,False,True,False,False,weak_heuristic|probe_fail,False,True
4471,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains|Tesco,Mackie's of Scotland Traditional Luxury Dairy Ice Cream || Mackies Traditional Real Dairy Ice Cream || Mackie's of Scotland Luxury Traditional Real Dairy Ice Cream 1L || Mackie's Traditional Luxury Dairy Ice Cream 1 Litre,0.6621710697208137,0.4444444444444444,1.0,2,2,0.6794489769702959,False,True,False,False,weak_heuristic|probe_fail,False,True
832,3,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.148,ASDA|Morrisons|Sains,ASDA Peach Slices in Fruit Juice || Morrisons Peach Slices In Juice (220g) || Sainsbury's Peach Slices In Fruit Juice 213g,0.454911643036757,0.6,1.1737089201877935,0,2,0.6804383232062292,False,True,False,False,weak_heuristic|probe_fail,False,True
15134,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.14,Sains|Tesco,Pukka Herbal Tea Collection x20 34.4g || Pukka Feel New Herbal Tea 20S 40G,0.4624034371999943,0.6,1.162790697674419,1,2,0.6836490921333309,False,True,False,False,weak_heuristic|probe_fail,False,True
5843,3,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Morrisons|Sains,Hartley's Orange Flavour Jelly || Hartleys Jelly Orange Flavour Jelly 6PK || Hartley's Jelly Orange Flavour Pots 6x125g,0.6214632418113761,0.5,1.0,2,2,0.6851509131572565,False,True,False,False,weak_heuristic|probe_fail,False,True
1595,2,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.0,ASDA|Tesco,Nairn's Gluten Free Biscuit Breaks Chocolate Chip || Nairns Gluten Free Chocolate Chip Biscuits 160G,0.6757318996055056,0.4444444444444444,1.0,2,2,0.6852607612065925,False,True,False,False,weak_heuristic|probe_fail,False,True
15667,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.0,Sains|Tesco,Costa Coffee Caramel Latte Barista Creations x10 16g || Costa Coffee Caramel Latte Pods 10 X 16G,0.6821557712941988,0.5714285714285714,10.0,1,2,0.6859239019832282,False,True,False,False,weak_heuristic|probe_fail,False,True
1533,3,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.14375,ASDA|Sains|Tesco,Nairn's Original Wholegrain Crackers || Nairn's Gluten Free Cracked Black Pepper Wholegrain Crackers 137g || Nairn's Gluten Free Wholegrain Crackers 160G,0.6870567484919202,0.375,1.167883211678832,1,2,0.6861790826870136,False,True,False,False,weak_heuristic|probe_fail,False,True
13515,2,,cross_category|multi_core_product_name|struct_unit_value_15pct,cross_category|multi_core_product_name|struct_unit_value_15pct,0,3,3,0.130952,Morrisons|Sains,Cadbury Wispa Gold Egg || Cadbury Wispa 182.5g,0.5685409174140236,0.5,1.1506849315068493,1,2,0.6874699169869626,False,True,False,False,weak_heuristic|probe_fail,False,True
5990,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.004333,ASDA|Morrisons|Sains|Tesco,Hartley's No Added Sugar Strawberry Flavour Jelly || Hartley's No Added Sugar Strawberry Jelly Pot || Hartley's No Added Sugar Strawberry Jelly Pot 115g || Hartleys No Added Sugar Ready To Eat Jelly Strawberry 115G,0.6810096105694095,0.4444444444444444,1.0043516100957357,2,2,0.6875226373339799,False,True,False,False,weak_heuristic|probe_fail,False,True
5961,4,,cross_category|multi_core_product_name|struct_known_brand_disagree,cross_category|multi_core_product_name|struct_known_brand_disagree,0,3,3,0.014493,ASDA|Morrisons|Sains|Tesco,Hartley's Strawberry Flavour No Added Sugar Jelly || Hartleys No Added Sugar Strawberry Jelly || Hartley's No Added Sugar Strawberry Jelly Pot Multipack 6x115g || Hartleys Multi No Added Sugar Strawberry Jelly 6 X 115G,0.6839745139720355,0.4444444444444444,1.0147058823529411,2,2,0.6887933102208196,False,True,False,False,weak_heuristic|probe_fail,False,True
